child_id,synthetic_nik,synthetic_name,synthetic_parent_name,district_id,district_name,posyandu_name,age_months,gender,height_cm,weight_kg,z_haz_score,z_waz_score,nutrition_status,has_exclusive_breastfeeding,water_source_access
CHD-2026-00294,1271296624456353,Galang Pasaribu,Dimas Pasaribu,DIST-03,Medan Marelan,Posyandu Melati 5,31,M,83.5,13.02,-1.07,-1.57,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00295,1271652216208428,Aisyah Lubis,Rizky Lubis,DIST-08,Medan Johor,Posyandu Melati 5,45,M,98.0,15.93,0.51,-2.11,NORMAL,False,Sumur Terlindung
CHD-2026-00296,1271991119013684,Siti Pratama,Fajar Pratama,DIST-06,Medan Denai,Posyandu Melati 5,37,F,89.9,13.88,-0.35,-2.15,NORMAL,False,PDAM
CHD-2026-00297,1271134512848034,Kevin Hutapea,Siti Hutapea,DIST-05,Medan Tembung,Posyandu Melati 5,23,M,83.0,11.39,0.62,-1.23,NORMAL,True,Sumur Terlindung
CHD-2026-00298,1271822749877024,Lestari Pratama,Tiara Pratama,DIST-17,Medan Maimun,Posyandu Melati 2,16,F,74.4,10.6,-0.59,-0.37,NORMAL,True,PDAM
CHD-2026-00299,1271411482158729,Budi Pratama,Budi Pratama,DIST-17,Medan Maimun,Posyandu Melati 3,29,F,76.3,12.57,-3.0,-1.53,SEVERELY_STUNTED,False,PDAM
CHD-2026-00300,1271384374335067,Zahra Simanjuntak,Anisa Simanjuntak,DIST-02,Medan Labuhan,Posyandu Melati 5,32,F,87.5,14.64,0.05,-0.33,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00301,1271961552303938,Lestari Siregar,Galang Siregar,DIST-19,Medan Baru,Posyandu Melati 7,20,M,78.9,9.93,-0.04,-1.88,NORMAL,True,Air Sungai / Tak Terlindung
CHD-2026-00302,1271805789331130,Dewi Sitorus,Rizky Sitorus,DIST-10,Medan Selayang,Posyandu Melati 5,29,M,86.0,14.57,0.23,0.29,NORMAL,False,Sumur Terlindung
CHD-2026-00303,1271577204329083,Melati Lubis,Rafi Lubis,DIST-10,Medan Selayang,Posyandu Melati 4,55,M,102.3,21.68,-0.4,0.84,NORMAL,False,PDAM
CHD-2026-00304,1271547668331157,Budi Lubis,Zahra Lubis,DIST-14,Medan Timur,Posyandu Melati 7,27,M,79.3,12.27,-1.52,-1.34,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00305,1271405402089061,Siti Lubis,Galang Lubis,DIST-10,Medan Selayang,Posyandu Melati 5,9,M,61.3,9.81,-3.35,0.51,SEVERELY_STUNTED,True,PDAM
CHD-2026-00306,1271688842292391,Galang Sinaga,Lestari Sinaga,DIST-08,Medan Johor,Posyandu Melati 3,43,M,94.6,15.1,-0.16,-2.41,NORMAL,False,Sumur Terlindung
CHD-2026-00307,1271175561123141,Rizky Tambunan,Aditya Tambunan,DIST-13,Medan Barat,Posyandu Melati 5,21,F,71.7,10.45,-2.68,-1.64,STUNTED,False,Air Sungai / Tak Terlindung
CHD-2026-00308,1271443449592223,Bayu Sitorus,Rafi Sitorus,DIST-13,Medan Barat,Posyandu Melati 2,18,M,78.5,10.38,0.3,-1.01,NORMAL,True,PDAM
CHD-2026-00309,1271256619576870,Rafi Sitorus,Anisa Sitorus,DIST-15,Medan Perjuangan,Posyandu Melati 8,55,M,98.3,18.61,-1.72,-1.95,POTENTIAL_RISK,False,PDAM
CHD-2026-00310,1271974189921660,Siti Siregar,Putri Siregar,DIST-09,Medan Tuntungan,Posyandu Melati 3,19,F,72.8,8.71,-1.83,-2.76,POTENTIAL_RISK,True,Sumur Terlindung
CHD-2026-00311,1271964133575262,Rian Tarigan,Aisyah Tarigan,DIST-12,Medan Helvetia,Posyandu Melati 1,58,M,99.3,19.41,-2.08,-1.9,STUNTED,False,Air Sungai / Tak Terlindung
CHD-2026-00312,1271411993268570,Zahra Hutapea,Zahra Hutapea,DIST-15,Medan Perjuangan,Posyandu Melati 2,12,M,73.4,8.87,0.02,-1.03,NORMAL,True,PDAM
CHD-2026-00313,1271578196222376,Fajar Lubis,Rian Lubis,DIST-08,Medan Johor,Posyandu Melati 2,43,F,90.6,19.89,-1.49,1.95,POTENTIAL_RISK,False,PDAM
CHD-2026-00314,1271261964466432,Dimas Pasaribu,Rafi Pasaribu,DIST-03,Medan Marelan,Posyandu Melati 8,13,M,68.9,10.48,-1.75,0.21,POTENTIAL_RISK,True,PDAM
CHD-2026-00315,1271731309147270,Anisa Sembiring,Rian Sembiring,DIST-19,Medan Baru,Posyandu Melati 3,49,F,103.8,16.92,1.52,-2.12,NORMAL,False,PDAM
CHD-2026-00316,1271291363325026,Kevin Harahap,Rafi Harahap,DIST-06,Medan Denai,Posyandu Melati 8,47,F,95.4,17.01,-0.84,-1.58,NORMAL,False,Sumur Terlindung
CHD-2026-00317,1271455016203248,Tiara Pratama,Rizky Pratama,DIST-18,Medan Polonia,Posyandu Melati 4,32,M,84.0,15.16,-1.12,0.15,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00318,1271716709688940,Budi Sinaga,Lestari Sinaga,DIST-18,Medan Polonia,Posyandu Melati 7,28,F,81.2,12.9,-1.15,-1.0,POTENTIAL_RISK,False,PDAM
CHD-2026-00319,1271139500695602,Bayu Tambunan,Nurul Tambunan,DIST-01,Medan Belawan,Posyandu Melati 6,9,F,66.9,7.27,-1.47,-1.8,POTENTIAL_RISK,True,Air Sungai / Tak Terlindung
CHD-2026-00320,1271446596141916,Nurul Pangaribuan,Nurul Pangaribuan,DIST-04,Medan Deli,Posyandu Melati 7,54,M,95.5,20.16,-2.45,-0.31,STUNTED,False,PDAM
CHD-2026-00321,1271509453726878,Putri Lubis,Aditya Lubis,DIST-06,Medan Denai,Posyandu Melati 6,43,M,96.0,17.05,0.29,-0.64,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00322,1271736684586063,Fajar Tambunan,Dimas Tambunan,DIST-19,Medan Baru,Posyandu Melati 1,17,F,74.5,9.95,-0.81,-1.18,NORMAL,True,PDAM
CHD-2026-00323,1271711007166435,Nurul Pratama,Galang Pratama,DIST-20,Medan Petisah,Posyandu Melati 3,45,M,92.7,20.56,-1.26,2.1,POTENTIAL_RISK,False,PDAM
CHD-2026-00324,1271287151043320,Bayu Pratama,Budi Pratama,DIST-06,Medan Denai,Posyandu Melati 6,55,M,104.0,18.63,0.16,-1.93,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00325,1271534164236285,Rian Tambunan,Siti Tambunan,DIST-12,Medan Helvetia,Posyandu Melati 7,14,M,73.4,9.25,-0.48,-1.13,NORMAL,False,Sumur Terlindung
CHD-2026-00326,1271553340813872,Zahra Hutapea,Melati Hutapea,DIST-06,Medan Denai,Posyandu Melati 5,30,F,85.3,14.04,-0.25,-0.42,NORMAL,False,PDAM
CHD-2026-00327,1271142909266213,Aditya Sinaga,Aditya Sinaga,DIST-01,Medan Belawan,Posyandu Melati 2,57,M,104.9,18.7,-0.01,-2.32,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00328,1271404636566234,Bayu Hutapea,Rizky Hutapea,DIST-05,Medan Tembung,Posyandu Melati 6,16,M,74.0,7.86,-0.75,-2.86,NORMAL,False,PDAM
CHD-2026-00329,1271543691252770,Nurul Hutapea,Rizky Hutapea,DIST-07,Medan Amplas,Posyandu Melati 1,52,M,94.5,20.07,-2.29,0.06,STUNTED,False,PDAM
CHD-2026-00330,1271734971086754,Putri Pasaribu,Anisa Pasaribu,DIST-14,Medan Timur,Posyandu Melati 2,40,F,87.5,15.13,-1.83,-1.7,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00331,1271199380161547,Nurul Nasution,Rafi Nasution,DIST-19,Medan Baru,Posyandu Melati 6,24,M,80.6,13.38,-0.38,0.35,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00332,1271308675412228,Bayu Nasution,Rian Nasution,DIST-03,Medan Marelan,Posyandu Melati 6,41,M,87.1,11.9,-2.21,-4.86,STUNTED,False,Sumur Terlindung
CHD-2026-00333,1271657853863703,Tiara Hutapea,Budi Hutapea,DIST-20,Medan Petisah,Posyandu Melati 3,44,F,91.4,18.92,-1.45,0.84,POTENTIAL_RISK,False,PDAM
CHD-2026-00334,1271996810289849,Dimas Lubis,Anisa Lubis,DIST-11,Medan Sunggal,Posyandu Melati 5,22,F,79.9,13.4,-0.17,0.82,NORMAL,True,PDAM
CHD-2026-00335,1271291571526911,Aditya Tarigan,Tiara Tarigan,DIST-13,Medan Barat,Posyandu Melati 2,6,F,63.3,5.78,-1.95,-2.48,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00336,1271221269854390,Melati Ginting,Dimas Ginting,DIST-21,Medan Area,Posyandu Melati 2,16,F,75.6,10.41,-0.2,-0.54,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00337,1271943778772493,Rian Ginting,Tiara Ginting,DIST-10,Medan Selayang,Posyandu Melati 3,47,F,97.6,19.33,-0.09,0.53,NORMAL,False,PDAM
CHD-2026-00338,1271153760858204,Lestari Nasution,Rafi Nasution,DIST-13,Medan Barat,Posyandu Melati 4,35,F,89.1,15.48,-0.14,-0.24,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00339,1271208005966632,Aisyah Nasution,Siti Nasution,DIST-19,Medan Baru,Posyandu Melati 4,57,F,106.3,21.4,0.46,0.14,NORMAL,False,Sumur Terlindung
CHD-2026-00340,1271975978894860,Galang Sinaga,Zahra Sinaga,DIST-13,Medan Barat,Posyandu Melati 2,36,F,91.3,16.45,0.37,0.41,NORMAL,False,PDAM
CHD-2026-00341,1271838104463415,Galang Tambunan,Galang Tambunan,DIST-02,Medan Labuhan,Posyandu Melati 3,13,F,76.0,8.07,0.62,-1.98,NORMAL,True,Air Sungai / Tak Terlindung
CHD-2026-00342,1271208163088133,Fajar Pratama,Anisa Pratama,DIST-07,Medan Amplas,Posyandu Melati 5,18,M,76.8,10.07,-0.26,-1.3,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00343,1271606788706343,Rizky Sinaga,Zahra Sinaga,DIST-03,Medan Marelan,Posyandu Melati 1,23,F,75.3,10.75,-1.95,-1.82,POTENTIAL_RISK,False,PDAM
CHD-2026-00344,1271848952162641,Fajar Tambunan,Aditya Tambunan,DIST-05,Medan Tembung,Posyandu Melati 5,12,M,72.5,9.46,-0.29,-0.49,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00345,1271837385438750,Rian Pangaribuan,Tiara Pangaribuan,DIST-09,Medan Tuntungan,Posyandu Melati 5,8,M,70.2,8.01,-0.13,-0.9,NORMAL,False,PDAM
CHD-2026-00346,1271528240564892,Rian Pratama,Rian Pratama,DIST-20,Medan Petisah,Posyandu Melati 5,9,F,70.0,9.71,-0.43,0.42,NORMAL,False,PDAM
CHD-2026-00347,1271998181192609,Dewi Harahap,Tiara Harahap,DIST-10,Medan Selayang,Posyandu Melati 5,20,M,72.4,11.49,-2.19,-0.46,STUNTED,False,Sumur Terlindung
CHD-2026-00348,1271877769132462,Kevin Hutapea,Anisa Hutapea,DIST-11,Medan Sunggal,Posyandu Melati 4,18,F,76.2,11.72,-0.47,0.2,NORMAL,False,Sumur Terlindung
CHD-2026-00349,1271759299373604,Lestari Sembiring,Aisyah Sembiring,DIST-17,Medan Maimun,Posyandu Melati 7,10,F,65.0,10.39,-2.33,0.81,STUNTED,True,Sumur Terlindung
CHD-2026-00350,1271349733904288,Aditya Pratama,Putri Pratama,DIST-17,Medan Maimun,Posyandu Melati 4,59,M,104.8,21.17,-0.5,-0.53,NORMAL,False,PDAM
CHD-2026-00351,1271454862448605,Lestari Hutapea,Dimas Hutapea,DIST-02,Medan Labuhan,Posyandu Melati 2,38,F,86.7,15.74,-1.64,-0.69,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00352,1271672862098775,Lestari Ginting,Melati Ginting,DIST-08,Medan Johor,Posyandu Melati 6,43,F,93.7,18.57,-0.47,0.75,NORMAL,False,PDAM
CHD-2026-00353,1271591520623669,Rizky Harahap,Budi Harahap,DIST-09,Medan Tuntungan,Posyandu Melati 4,42,M,87.6,16.99,-2.28,-0.46,STUNTED,False,Sumur Terlindung
CHD-2026-00354,1271751210261145,Kevin Pangaribuan,Anisa Pangaribuan,DIST-07,Medan Amplas,Posyandu Melati 3,36,M,89.2,14.79,-0.35,-1.1,NORMAL,False,Sumur Terlindung
CHD-2026-00355,1271498473625511,Nurul Harahap,Melati Harahap,DIST-01,Medan Belawan,Posyandu Melati 6,33,F,82.9,13.28,-1.75,-1.79,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00356,1271895164442676,Rafi Harahap,Galang Harahap,DIST-07,Medan Amplas,Posyandu Melati 5,6,F,67.3,5.34,-0.62,-2.87,NORMAL,False,Sumur Terlindung
CHD-2026-00357,1271914409305536,Rizky Sitorus,Kevin Sitorus,DIST-16,Medan Kota,Posyandu Melati 4,22,F,82.3,11.33,0.63,-1.06,NORMAL,True,Sumur Terlindung
CHD-2026-00358,1271617926166236,Aisyah Simanjuntak,Melati Simanjuntak,DIST-08,Medan Johor,Posyandu Melati 1,49,M,98.2,19.06,-0.38,-0.17,NORMAL,False,Sumur Terlindung
CHD-2026-00359,1271615071351578,Kevin Pasaribu,Anisa Pasaribu,DIST-10,Medan Selayang,Posyandu Melati 6,43,M,91.9,17.05,-1.06,-0.63,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00360,1271954759119311,Zahra Pangaribuan,Tiara Pangaribuan,DIST-08,Medan Johor,Posyandu Melati 3,25,M,73.8,13.5,-2.9,0.23,STUNTED,False,PDAM
CHD-2026-00361,1271818999773999,Fajar Hutapea,Kevin Hutapea,DIST-16,Medan Kota,Posyandu Melati 2,49,F,101.6,16.61,0.77,-2.4,NORMAL,False,PDAM
CHD-2026-00362,1271573732165817,Dewi Sinaga,Bayu Sinaga,DIST-08,Medan Johor,Posyandu Melati 8,35,M,86.5,13.64,-1.0,-1.91,NORMAL,False,PDAM
CHD-2026-00363,1271195951584187,Aditya Tambunan,Melati Tambunan,DIST-21,Medan Area,Posyandu Melati 7,38,M,88.8,16.4,-0.94,-0.09,NORMAL,False,Sumur Terlindung
CHD-2026-00364,1271273100266614,Aisyah Sembiring,Fajar Sembiring,DIST-14,Medan Timur,Posyandu Melati 3,32,F,88.7,15.48,0.43,0.44,NORMAL,False,PDAM
CHD-2026-00365,1271902854136134,Rizky Ginting,Bayu Ginting,DIST-06,Medan Denai,Posyandu Melati 1,46,M,99.0,17.12,0.6,-1.26,NORMAL,False,Sumur Terlindung
CHD-2026-00366,1271729233532442,Putri Tambunan,Putri Tambunan,DIST-07,Medan Amplas,Posyandu Melati 7,14,F,68.3,9.37,-2.16,-1.03,STUNTED,False,Sumur Terlindung
CHD-2026-00367,1271783091007112,Rian Pratama,Aisyah Pratama,DIST-16,Medan Kota,Posyandu Melati 4,6,F,69.9,6.43,0.24,-1.88,NORMAL,True,Sumur Terlindung
CHD-2026-00368,1271492351932682,Nurul Lubis,Lestari Lubis,DIST-21,Medan Area,Posyandu Melati 3,30,F,89.6,14.7,1.2,0.18,NORMAL,False,PDAM
CHD-2026-00369,1271767253399587,Dewi Harahap,Rafi Harahap,DIST-02,Medan Labuhan,Posyandu Melati 3,27,F,79.7,11.49,-1.41,-2.05,POTENTIAL_RISK,False,PDAM
CHD-2026-00370,1271319514527609,Lestari Simanjuntak,Dimas Simanjuntak,DIST-16,Medan Kota,Posyandu Melati 4,7,M,66.1,8.25,-1.28,-0.46,POTENTIAL_RISK,True,PDAM
CHD-2026-00371,1271254843981612,Aditya Tarigan,Putri Tarigan,DIST-01,Medan Belawan,Posyandu Melati 1,30,F,81.4,14.11,-1.54,-0.35,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00372,1271168232552897,Siti Pangaribuan,Budi Pangaribuan,DIST-02,Medan Labuhan,Posyandu Melati 7,32,F,82.7,14.2,-1.57,-0.72,POTENTIAL_RISK,False,PDAM
CHD-2026-00373,1271368289611152,Tiara Hutapea,Fajar Hutapea,DIST-09,Medan Tuntungan,Posyandu Melati 2,25,F,80.6,12.85,-0.63,-0.36,NORMAL,False,Sumur Terlindung
CHD-2026-00374,1271639710022718,Melati Tambunan,Fajar Tambunan,DIST-09,Medan Tuntungan,Posyandu Melati 5,38,M,89.0,16.63,-0.87,0.12,NORMAL,False,PDAM
CHD-2026-00375,1271359157495308,Tiara Lubis,Melati Lubis,DIST-04,Medan Deli,Posyandu Melati 6,59,M,105.6,21.01,-0.24,-0.68,NORMAL,False,Sumur Terlindung
CHD-2026-00376,1271733177828875,Putri Pratama,Zahra Pratama,DIST-10,Medan Selayang,Posyandu Melati 1,27,M,84.7,12.08,0.26,-1.52,NORMAL,False,PDAM
CHD-2026-00377,1271956181053443,Siti Sembiring,Aditya Sembiring,DIST-03,Medan Marelan,Posyandu Melati 2,11,M,70.9,10.08,-0.6,0.3,NORMAL,False,Sumur Terlindung
CHD-2026-00378,1271162046573862,Dewi Harahap,Rafi Harahap,DIST-15,Medan Perjuangan,Posyandu Melati 6,8,F,70.0,6.83,-0.21,-1.98,NORMAL,False,Sumur Terlindung
CHD-2026-00379,1271119933853267,Siti Sembiring,Aisyah Sembiring,DIST-04,Medan Deli,Posyandu Melati 6,48,M,95.2,18.15,-1.14,-0.77,POTENTIAL_RISK,False,PDAM
CHD-2026-00380,1271579545516615,Melati Harahap,Rizky Harahap,DIST-15,Medan Perjuangan,Posyandu Melati 7,17,M,71.9,8.68,-1.66,-2.33,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00381,1271637803643732,Rian Hutapea,Tiara Hutapea,DIST-09,Medan Tuntungan,Posyandu Melati 1,13,M,71.2,8.64,-0.97,-1.46,NORMAL,True,PDAM
CHD-2026-00382,1271965594473969,Tiara Simanjuntak,Aditya Simanjuntak,DIST-19,Medan Baru,Posyandu Melati 6,45,F,95.3,15.89,-0.39,-2.15,NORMAL,False,Sumur Terlindung
CHD-2026-00383,1271245312628220,Tiara Pasaribu,Tiara Pasaribu,DIST-05,Medan Tembung,Posyandu Melati 5,8,M,70.0,7.19,-0.21,-1.64,NORMAL,False,PDAM
CHD-2026-00384,1271388023826542,Aditya Hutapea,Aditya Hutapea,DIST-17,Medan Maimun,Posyandu Melati 7,39,M,93.5,15.52,0.41,-1.12,NORMAL,False,Sumur Terlindung
CHD-2026-00385,1271299797891894,Tiara Sitorus,Rian Sitorus,DIST-08,Medan Johor,Posyandu Melati 8,6,M,67.5,7.66,-0.55,-0.76,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00386,1271523916681824,Tiara Sitorus,Nurul Sitorus,DIST-03,Medan Marelan,Posyandu Melati 7,38,M,86.3,18.3,-1.78,1.63,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00387,1271835698652442,Rizky Ginting,Rafi Ginting,DIST-08,Medan Johor,Posyandu Melati 6,37,F,87.6,16.85,-1.1,0.54,POTENTIAL_RISK,False,PDAM
CHD-2026-00388,1271621375729996,Budi Siregar,Rian Siregar,DIST-16,Medan Kota,Posyandu Melati 5,6,M,63.9,8.35,-1.77,-0.13,POTENTIAL_RISK,True,Sumur Terlindung
CHD-2026-00389,1271389853318445,Bayu Sitorus,Aisyah Sitorus,DIST-15,Medan Perjuangan,Posyandu Melati 6,27,F,83.2,12.78,-0.22,-0.88,NORMAL,False,Sumur Terlindung
CHD-2026-00390,1271104579386818,Siti Simanjuntak,Nurul Simanjuntak,DIST-04,Medan Deli,Posyandu Melati 6,59,F,101.1,20.14,-1.75,-1.47,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00391,1271622121575166,Putri Ginting,Fajar Ginting,DIST-02,Medan Labuhan,Posyandu Melati 4,45,M,91.6,19.73,-1.64,1.34,POTENTIAL_RISK,False,PDAM
CHD-2026-00392,1271532130007790,Dimas Ginting,Dimas Ginting,DIST-13,Medan Barat,Posyandu Melati 8,8,M,68.6,8.87,-0.66,-0.11,NORMAL,False,Sumur Terlindung
CHD-2026-00393,1271778719761795,Fajar Ginting,Budi Ginting,DIST-17,Medan Maimun,Posyandu Melati 8,41,F,97.7,15.3,1.33,-1.77,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00394,1271235062246273,Aditya Nasution,Fajar Nasution,DIST-06,Medan Denai,Posyandu Melati 7,38,F,88.9,15.06,-0.89,-1.31,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00395,1271475748433185,Kevin Sinaga,Bayu Sinaga,DIST-08,Medan Johor,Posyandu Melati 5,14,F,72.9,9.66,-0.63,-0.77,NORMAL,False,Sumur Terlindung
CHD-2026-00396,1271898490865760,Dimas Lubis,Dimas Lubis,DIST-18,Medan Polonia,Posyandu Melati 3,49,F,95.5,18.98,-1.27,-0.25,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00397,1271987678146281,Putri Tarigan,Zahra Tarigan,DIST-21,Medan Area,Posyandu Melati 6,51,M,94.8,20.05,-1.97,0.28,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00398,1271968841979747,Aditya Pangaribuan,Anisa Pangaribuan,DIST-19,Medan Baru,Posyandu Melati 1,24,F,82.9,11.96,0.35,-0.95,NORMAL,True,PDAM
CHD-2026-00399,1271353799473636,Aisyah Pangaribuan,Aisyah Pangaribuan,DIST-05,Medan Tembung,Posyandu Melati 3,24,F,77.6,12.29,-1.39,-0.65,POTENTIAL_RISK,True,Sumur Terlindung
CHD-2026-00400,1271144761058415,Dimas Simanjuntak,Zahra Simanjuntak,DIST-10,Medan Selayang,Posyandu Melati 7,12,M,69.3,11.63,-1.38,1.49,POTENTIAL_RISK,True,Sumur Terlindung
CHD-2026-00401,1271595368016122,Aisyah Pasaribu,Rian Pasaribu,DIST-10,Medan Selayang,Posyandu Melati 1,41,M,93.6,17.18,-0.03,-0.06,NORMAL,False,Sumur Terlindung
CHD-2026-00402,1271387645757025,Melati Sembiring,Rafi Sembiring,DIST-07,Medan Amplas,Posyandu Melati 4,54,M,102.7,18.81,-0.03,-1.53,NORMAL,False,PDAM
CHD-2026-00403,1271752251517180,Rizky Nasution,Putri Nasution,DIST-06,Medan Denai,Posyandu Melati 5,8,F,71.6,8.02,0.34,-0.89,NORMAL,False,PDAM
CHD-2026-00404,1271698441633536,Kevin Pratama,Bayu Pratama,DIST-19,Medan Baru,Posyandu Melati 6,8,M,72.8,8.31,0.73,-0.63,NORMAL,True,Sumur Terlindung
CHD-2026-00405,1271729282786866,Melati Sembiring,Dewi Sembiring,DIST-21,Medan Area,Posyandu Melati 4,10,F,74.4,9.1,0.8,-0.36,NORMAL,True,Sumur Terlindung
CHD-2026-00406,1271785230132506,Putri Sinaga,Zahra Sinaga,DIST-17,Medan Maimun,Posyandu Melati 4,28,M,90.0,12.66,1.8,-1.22,NORMAL,False,Sumur Terlindung
CHD-2026-00407,1271896562688780,Lestari Harahap,Dimas Harahap,DIST-11,Medan Sunggal,Posyandu Melati 2,41,M,92.7,15.33,-0.33,-1.75,NORMAL,False,Sumur Terlindung
CHD-2026-00408,1271893556711653,Nurul Pasaribu,Melati Pasaribu,DIST-15,Medan Perjuangan,Posyandu Melati 7,49,F,95.1,19.06,-1.4,-0.18,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00409,1271461259059468,Rian Harahap,Zahra Harahap,DIST-04,Medan Deli,Posyandu Melati 8,58,F,106.3,23.76,0.24,2.06,NORMAL,False,Sumur Terlindung
CHD-2026-00410,1271202006173742,Dimas Sitorus,Galang Sitorus,DIST-10,Medan Selayang,Posyandu Melati 2,55,M,101.8,19.09,-0.56,-1.51,NORMAL,False,PDAM
CHD-2026-00411,1271233155659810,Dimas Sembiring,Anisa Sembiring,DIST-21,Medan Area,Posyandu Melati 2,59,F,106.7,19.51,0.14,-2.03,NORMAL,False,Sumur Terlindung
CHD-2026-00412,1271141917722200,Budi Ginting,Bayu Ginting,DIST-05,Medan Tembung,Posyandu Melati 5,9,M,70.7,7.6,-0.21,-1.5,NORMAL,True,Sumur Terlindung
CHD-2026-00413,1271677608307626,Kevin Sinaga,Rian Sinaga,DIST-08,Medan Johor,Posyandu Melati 1,33,F,87.3,15.93,-0.28,0.62,NORMAL,False,PDAM
CHD-2026-00414,1271188926821745,Zahra Pratama,Melati Pratama,DIST-04,Medan Deli,Posyandu Melati 6,50,M,96.4,19.32,-1.21,-0.16,POTENTIAL_RISK,False,Air Sungai / Tak Terlindung
CHD-2026-00415,1271871907075612,Dewi Simanjuntak,Dewi Simanjuntak,DIST-04,Medan Deli,Posyandu Melati 7,54,F,102.6,16.97,-0.06,-3.21,NORMAL,False,PDAM
CHD-2026-00416,1271382430067406,Tiara Nasution,Zahra Nasution,DIST-01,Medan Belawan,Posyandu Melati 3,56,F,97.2,17.6,-2.33,-3.09,STUNTED,False,PDAM
CHD-2026-00417,1271812482413019,Lestari Pratama,Zahra Pratama,DIST-21,Medan Area,Posyandu Melati 7,8,M,75.4,7.99,1.6,-0.92,NORMAL,True,PDAM
CHD-2026-00418,1271282687724014,Dimas Sinaga,Galang Sinaga,DIST-12,Medan Helvetia,Posyandu Melati 4,20,F,83.2,9.23,1.4,-2.52,NORMAL,True,PDAM
CHD-2026-00419,1271697759902198,Aisyah Sembiring,Zahra Sembiring,DIST-19,Medan Baru,Posyandu Melati 5,24,M,78.7,13.51,-1.04,0.46,POTENTIAL_RISK,True,PDAM
CHD-2026-00420,1271268039044842,Tiara Sitorus,Lestari Sitorus,DIST-19,Medan Baru,Posyandu Melati 2,12,F,72.9,10.19,-0.17,0.17,NORMAL,True,PDAM
CHD-2026-00421,1271987125463496,Bayu Tambunan,Dewi Tambunan,DIST-15,Medan Perjuangan,Posyandu Melati 6,42,F,87.7,18.22,-2.24,0.65,STUNTED,False,Air Sungai / Tak Terlindung
CHD-2026-00422,1271388467948145,Budi Sitorus,Nurul Sitorus,DIST-06,Medan Denai,Posyandu Melati 3,23,F,81.0,12.12,-0.02,-0.58,NORMAL,False,Air Sungai / Tak Terlindung
CHD-2026-00423,1271726784692783,Rafi Sitorus,Dewi Sitorus,DIST-15,Medan Perjuangan,Posyandu Melati 5,17,M,72.2,10.7,-1.58,-0.5,POTENTIAL_RISK,True,Air Sungai / Tak Terlindung
CHD-2026-00424,1271191195359309,Kevin Hutapea,Rizky Hutapea,DIST-07,Medan Amplas,Posyandu Melati 7,46,M,93.7,15.53,-1.17,-2.7,POTENTIAL_RISK,False,Sumur Terlindung
CHD-2026-00425,1271796658928734,Aisyah Tarigan,Kevin Tarigan,DIST-07,Medan Amplas,Posyandu Melati 6,47,M,95.2,17.57,-0.88,-1.07,NORMAL,False,PDAM
CHD-2026-00426,1271746352052483,Dewi Nasution,Rafi Nasution,DIST-19,Medan Baru,Posyandu Melati 1,31,F,89.3,11.62,0.86,-2.85,NORMAL,False,Sumur Terlindung
CHD-2026-00427,1271275678963608,Putri Simanjuntak,Galang Simanjuntak,DIST-20,Medan Petisah,Posyandu Melati 8,17,M,76.4,9.34,-0.16,-1.74,NORMAL,False,PDAM
CHD-2026-00428,1271573453861701,Nurul Siregar,Kevin Siregar,DIST-16,Medan Kota,Posyandu Melati 6,48,M,98.2,18.86,-0.12,-0.13,NORMAL,False,PDAM
CHD-2026-00429,1271238379209542,Aisyah Pratama,Bayu Pratama,DIST-15,Medan Perjuangan,Posyandu Melati 5,46,F,94.6,18.53,-0.88,0.03,NORMAL,False,Sumur Terlindung
